"ProtocolName","LabelName","GroupValues","Size","Estimator","RMSE","Correlation"
"CDK2","Activity Value","Assay Description:Inhibition of CDK2|Activity Type:IC50|Target Accession Numbers:NP_001789, SK067, P24941|Standard Unit:nM","412","Weka RF folded fingerprints regression","0.8739920168546894","0.8000089909852318"
"CDK2","Activity Value","Assay Description:Inhibition of CDK2|Activity Type:IC50|Target Accession Numbers:NP_001789, SK067, P24941|Standard Unit:nM","412","Elastic Net on folded fingerprints regression","0.8764837463063349","0.7955307423250405"
"CDK2","Activity Value","Assay Description:Inhibition of CDK2|Activity Type:IC50|Target Accession Numbers:NP_001789, SK067, P24941|Standard Unit:nM","412","Weka RF descriptors regression","0.9065993346151473","0.7807554342214514"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","181","Tanimoto Smile SVM regression","0.5143840753981471","0.7455042985725117"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","181","RBF libSVM folded fingerprints regression","0.5226533526978288","0.7336930381362635"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","181","Elastic Net on folded fingerprints regression","0.5302555305914847","0.7284893287679309"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","181","Weka RF folded fingerprints regression","0.5414898294586482","0.7162232729805829"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","181","Poly Smile SVM fingerprints regression","0.5575825661943163","0.6891060222179175"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","181","Weka RF descriptors regression","0.6187495940489559","0.5887932978525573"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","181","RBF Smile SVM descriptors regression","0.6951310281079419","0.4856973689969049"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1 in presence of 9.5 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","103","RBF libSVM folded fingerprints regression","0.623245337456782","0.8085937607688769"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1 in presence of 9.5 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","103","Tanimoto Smile SVM regression","0.6603636318494395","0.7870726657698321"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1 in presence of 9.5 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","103","Elastic Net on folded fingerprints regression","0.655852151034197","0.7812795576061571"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1 in presence of 9.5 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","103","Poly Smile SVM fingerprints regression","0.6596400608754446","0.7745492615792335"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1 in presence of 9.5 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","103","Weka RF folded fingerprints regression","0.750315536423547","0.6932583919186879"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1 in presence of 9.5 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","103","RBF Smile SVM descriptors regression","0.9120736139024579","0.5177013824551097"
"WEE1","Activity Value","Assay Description:Inhibition of human Wee1 in presence of 9.5 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_003381, SK391, P30291, Q6NSL2|Standard Unit:nM","103","Weka RF descriptors regression","0.9925958843398953","0.3684247590766251"
"DYRK1A","Activity Value","Assay Description:PubChem BioAssay. Assay for Inhibitors of Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (Kinase-Glo assay): round 2 SAR. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1770, AID1970, AID2705, AID488872]|Activity Type:Potency|Target Accession Numbers:NP_001387, NP_567824, NP_569120, NP_569121, NP_569122, SK234, Q13627|Standard Unit:uM","141","Elastic Net on folded fingerprints regression","0.4704183779126591","0.798923794970115"
"DYRK1A","Activity Value","Assay Description:PubChem BioAssay. Assay for Inhibitors of Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (Kinase-Glo assay): round 2 SAR. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1770, AID1970, AID2705, AID488872]|Activity Type:Potency|Target Accession Numbers:NP_001387, NP_567824, NP_569120, NP_569121, NP_569122, SK234, Q13627|Standard Unit:uM","141","Poly Smile SVM fingerprints regression","0.4731182803198258","0.7952826584417382"
"DYRK1A","Activity Value","Assay Description:PubChem BioAssay. Assay for Inhibitors of Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (Kinase-Glo assay): round 2 SAR. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1770, AID1970, AID2705, AID488872]|Activity Type:Potency|Target Accession Numbers:NP_001387, NP_567824, NP_569120, NP_569121, NP_569122, SK234, Q13627|Standard Unit:uM","141","RBF libSVM folded fingerprints regression","0.4800821472357888","0.7899563734171732"
"DYRK1A","Activity Value","Assay Description:PubChem BioAssay. Assay for Inhibitors of Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (Kinase-Glo assay): round 2 SAR. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1770, AID1970, AID2705, AID488872]|Activity Type:Potency|Target Accession Numbers:NP_001387, NP_567824, NP_569120, NP_569121, NP_569122, SK234, Q13627|Standard Unit:uM","141","Tanimoto Smile SVM regression","0.48795278630428646","0.7765538285835472"
"DYRK1A","Activity Value","Assay Description:PubChem BioAssay. Assay for Inhibitors of Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (Kinase-Glo assay): round 2 SAR. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1770, AID1970, AID2705, AID488872]|Activity Type:Potency|Target Accession Numbers:NP_001387, NP_567824, NP_569120, NP_569121, NP_569122, SK234, Q13627|Standard Unit:uM","141","Weka RF folded fingerprints regression","0.4942145318770177","0.7690653306751332"
"DYRK1A","Activity Value","Assay Description:PubChem BioAssay. Assay for Inhibitors of Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (Kinase-Glo assay): round 2 SAR. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1770, AID1970, AID2705, AID488872]|Activity Type:Potency|Target Accession Numbers:NP_001387, NP_567824, NP_569120, NP_569121, NP_569122, SK234, Q13627|Standard Unit:uM","141","RBF Smile SVM descriptors regression","0.6436094597808981","0.5971334579060322"
"DYRK1A","Activity Value","Assay Description:PubChem BioAssay. Assay for Inhibitors of Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (Kinase-Glo assay): round 2 SAR. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1770, AID1970, AID2705, AID488872]|Activity Type:Potency|Target Accession Numbers:NP_001387, NP_567824, NP_569120, NP_569121, NP_569122, SK234, Q13627|Standard Unit:uM","141","Weka RF descriptors regression","0.641793437573249","0.5587986007685036"
"LCK","Activity Value","Assay Description:Inhibition of LCK|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","243","Poly Smile SVM fingerprints regression","0.8433652364798689","0.7544129285851662"
"LCK","Activity Value","Assay Description:Inhibition of LCK|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","243","RBF libSVM folded fingerprints regression","0.850875216511043","0.750198097810771"
"LCK","Activity Value","Assay Description:Inhibition of LCK|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","243","Weka RF folded fingerprints regression","0.8958463276798847","0.7190254157560168"
"LCK","Activity Value","Assay Description:Inhibition of LCK|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","243","Tanimoto Smile SVM regression","0.902113803044277","0.7162741788890847"
"LCK","Activity Value","Assay Description:Inhibition of LCK|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","243","Elastic Net on folded fingerprints regression","0.9264138764357489","0.7031685909098833"
"LCK","Activity Value","Assay Description:Inhibition of LCK|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","243","Weka RF descriptors regression","0.9309243992445554","0.6921010126043734"
"LCK","Activity Value","Assay Description:Inhibition of LCK|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","243","RBF Smile SVM descriptors regression","0.9712620590049784","0.670343128172176"
"LCK","Activity Value","Assay Description:Inhibition of Lck|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","356","RBF libSVM folded fingerprints regression","0.8703360033219253","0.7764712156874134"
"LCK","Activity Value","Assay Description:Inhibition of Lck|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","356","Poly Smile SVM fingerprints regression","0.8706194545602977","0.7753936173473449"
"LCK","Activity Value","Assay Description:Inhibition of Lck|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","356","Weka RF folded fingerprints regression","0.8764017858493035","0.7718469208027132"
"LCK","Activity Value","Assay Description:Inhibition of Lck|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","356","Tanimoto Smile SVM regression","0.8778265356634237","0.7701145976451077"
"LCK","Activity Value","Assay Description:Inhibition of Lck|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","356","Elastic Net on folded fingerprints regression","0.8862931339073393","0.7668910413521264"
"LCK","Activity Value","Assay Description:Inhibition of Lck|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","356","RBF Smile SVM descriptors regression","0.9717103427833688","0.7164040338276442"
"LCK","Activity Value","Assay Description:Inhibition of Lck|Activity Type:IC50|Target Accession Numbers:NP_005347, SK206, P06239, Q7RTZ3|Standard Unit:nM","356","Weka RF descriptors regression","0.9722954075055997","0.709465809827176"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. Confirmation Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1379, AID1770, AID1983, AID1997, AID2710, AID488872, AID488883, AID488887, AID493206, AID504421, AID504424, AID504427, AID504428, AID504429, AID504430]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:uM","167","Elastic Net on folded fingerprints regression","0.4953003522134871","0.8357376941560328"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. Confirmation Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1379, AID1770, AID1983, AID1997, AID2710, AID488872, AID488883, AID488887, AID493206, AID504421, AID504424, AID504427, AID504428, AID504429, AID504430]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:uM","167","RBF libSVM folded fingerprints regression","0.49814238257613586","0.8333934847265404"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. Confirmation Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1379, AID1770, AID1983, AID1997, AID2710, AID488872, AID488883, AID488887, AID493206, AID504421, AID504424, AID504427, AID504428, AID504429, AID504430]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:uM","167","Poly Smile SVM fingerprints regression","0.5017740961570216","0.8306287269317058"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. Confirmation Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1379, AID1770, AID1983, AID1997, AID2710, AID488872, AID488883, AID488887, AID493206, AID504421, AID504424, AID504427, AID504428, AID504429, AID504430]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:uM","167","Tanimoto Smile SVM regression","0.5451658826411601","0.7972044386167096"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. Confirmation Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1379, AID1770, AID1983, AID1997, AID2710, AID488872, AID488883, AID488887, AID493206, AID504421, AID504424, AID504427, AID504428, AID504429, AID504430]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:uM","167","Weka RF folded fingerprints regression","0.5694917982877471","0.7852431897343274"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. Confirmation Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1379, AID1770, AID1983, AID1997, AID2710, AID488872, AID488883, AID488887, AID493206, AID504421, AID504424, AID504427, AID504428, AID504429, AID504430]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:uM","167","RBF Smile SVM descriptors regression","0.7335102439647252","0.6394633896828766"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. Confirmation Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1379, AID1770, AID1983, AID1997, AID2710, AID488872, AID488883, AID488887, AID493206, AID504421, AID504424, AID504427, AID504428, AID504429, AID504430]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:uM","167","Weka RF descriptors regression","0.7683283526173647","0.5345818244371741"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","558","RBF libSVM folded fingerprints regression","0.3303904752477883","0.7794018932388852"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","558","Elastic Net on folded fingerprints regression","0.32887387115567607","0.7789251940572797"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","558","Weka RF folded fingerprints regression","0.34250521802111167","0.7660461646919732"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","558","Tanimoto Smile SVM regression","0.3429286848831258","0.7557246808854887"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","558","Poly Smile SVM fingerprints regression","0.34965768923070345","0.7507127525430624"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","558","RBF Smile SVM descriptors regression","0.43534592670762","0.5851917824197291"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (Kinase-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","558","Weka RF descriptors regression","0.47137291288919575","0.4385421457512166"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","605","RBF libSVM folded fingerprints regression","0.31662756925984087","0.7949032895850376"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","605","Elastic Net on folded fingerprints regression","0.3270253628117866","0.7757158946298218"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","605","Tanimoto Smile SVM regression","0.3271190831930112","0.7751150058407336"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","605","Weka RF folded fingerprints regression","0.33568740795678964","0.7704218754678424"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","605","Poly Smile SVM fingerprints regression","0.34355116477467135","0.7615174281542217"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","605","RBF Smile SVM descriptors regression","0.4168563019010363","0.606299544670707"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-Glo Assay). (Class of assay: confirmatory) [Related pubchem assays: 1379 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","605","Weka RF descriptors regression","0.46222195331955607","0.4504131885092814"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-FP Assay). (Class of assay: confirmatory) [Related pubchem assays: 1771 , 1770 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","364","Elastic Net on folded fingerprints regression","0.3985295944352077","0.7695588785594396"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-FP Assay). (Class of assay: confirmatory) [Related pubchem assays: 1771 , 1770 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","364","RBF libSVM folded fingerprints regression","0.4031383883152954","0.7691371390632639"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-FP Assay). (Class of assay: confirmatory) [Related pubchem assays: 1771 , 1770 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","364","Weka RF folded fingerprints regression","0.42754815682049685","0.7455314673014815"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-FP Assay). (Class of assay: confirmatory) [Related pubchem assays: 1771 , 1770 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","364","Poly Smile SVM fingerprints regression","0.43092382418604547","0.733737024582753"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-FP Assay). (Class of assay: confirmatory) [Related pubchem assays: 1771 , 1770 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","364","Tanimoto Smile SVM regression","0.43405926820681284","0.7219236017780699"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-FP Assay). (Class of assay: confirmatory) [Related pubchem assays: 1771 , 1770 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","364","RBF Smile SVM descriptors regression","0.5360540837112534","0.5492287150554808"
"CLK4","Activity Value","Assay Description:PubChem BioAssay. qHTS Assay for Inhibitors of CDC-like Kinase 4 (ADP-FP Assay). (Class of assay: confirmatory) [Related pubchem assays: 1771 , 1770 ]|Activity Type:Potency|Target Accession Numbers:NP_065717_1, Q9HAZ1|Standard Unit:nM","364","Weka RF descriptors regression","0.565359284658437","0.424167054253448"
"CDK4","Activity Value","Assay Description:Inhibition of Cyclin-dependent kinase 4-cyclin D1|Activity Type:IC50|Target Accession Numbers:NP_000066, SK069, P11802, Q6FG61|Standard Unit:nM","115","RBF libSVM folded fingerprints regression","0.7164858685133337","0.6742973112001504"
"CDK4","Activity Value","Assay Description:Inhibition of Cyclin-dependent kinase 4-cyclin D1|Activity Type:IC50|Target Accession Numbers:NP_000066, SK069, P11802, Q6FG61|Standard Unit:nM","115","Poly Smile SVM fingerprints regression","0.718725350027552","0.6721599464830834"
"CDK4","Activity Value","Assay Description:Inhibition of Cyclin-dependent kinase 4-cyclin D1|Activity Type:IC50|Target Accession Numbers:NP_000066, SK069, P11802, Q6FG61|Standard Unit:nM","115","Elastic Net on folded fingerprints regression","0.7202583792302582","0.6681653039178604"
"CDK4","Activity Value","Assay Description:Inhibition of Cyclin-dependent kinase 4-cyclin D1|Activity Type:IC50|Target Accession Numbers:NP_000066, SK069, P11802, Q6FG61|Standard Unit:nM","115","Tanimoto Smile SVM regression","0.7429709414177413","0.639983040979529"
"CDK4","Activity Value","Assay Description:Inhibition of Cyclin-dependent kinase 4-cyclin D1|Activity Type:IC50|Target Accession Numbers:NP_000066, SK069, P11802, Q6FG61|Standard Unit:nM","115","Weka RF folded fingerprints regression","0.7615317871038748","0.6231750208669441"
"CDK4","Activity Value","Assay Description:Inhibition of Cyclin-dependent kinase 4-cyclin D1|Activity Type:IC50|Target Accession Numbers:NP_000066, SK069, P11802, Q6FG61|Standard Unit:nM","115","RBF Smile SVM descriptors regression","0.784587330110926","0.5887411020932366"
"CDK4","Activity Value","Assay Description:Inhibition of Cyclin-dependent kinase 4-cyclin D1|Activity Type:IC50|Target Accession Numbers:NP_000066, SK069, P11802, Q6FG61|Standard Unit:nM","115","Weka RF descriptors regression","0.8144160534718402","0.5442323870662041"
"SRC","Activity Value","Assay Description:Inhibition of recombinant c-Src by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005408, NP_938033, SK357, P12931, Q76P87_HUMAN_1|Standard Unit:nM","171","RBF libSVM folded fingerprints regression","0.7342999555656424","0.7716923984193275"
"SRC","Activity Value","Assay Description:Inhibition of recombinant c-Src by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005408, NP_938033, SK357, P12931, Q76P87_HUMAN_1|Standard Unit:nM","171","Tanimoto Smile SVM regression","0.7508927273100833","0.7589088581194775"
"SRC","Activity Value","Assay Description:Inhibition of recombinant c-Src by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005408, NP_938033, SK357, P12931, Q76P87_HUMAN_1|Standard Unit:nM","171","Elastic Net on folded fingerprints regression","0.7565095378745826","0.7564924224969828"
