"ProtocolName","LabelName","GroupValues","Size","Estimator","ROC_AUC","ClassificationPointType","Direction","Threshold","Accuracy","Precision","Recall"
"DOPAMINE D4","Ki","NA","137","Smile SVC RBF classification","0.7528499772001824","Proportion","UP","7.520088284001859","0.7372262773722628","0.7586206896551724","0.43137254901960786"
"DOPAMINE D4","Ki","NA","137","Smile Bernoulli NB classification","0.7395120839033286","Proportion","UP","7.520088284001859","0.5985401459854015","0.4772727272727273","0.8235294117647058"
"DOPAMINE D4","Ki","NA","137","Smile SVC Poly classification","0.738486092111263","Proportion","UP","7.520088284001859","0.6277372262773723","NaN","0.0"
"5-HT Transporter","Ki","NA","166","Smile Bernoulli NB classification","0.8528097062579814","Inflection","UP","6.090346152915738","0.7349397590361446","0.5777777777777777","0.896551724137931"
"5-HT Transporter","Ki","NA","166","Smile SVC Tanimoto classification","0.8443486590038313","Inflection","UP","6.090346152915738","0.7891566265060241","0.6885245901639344","0.7241379310344828"
"5-HT Transporter","Ki","NA","166","Weka RF on folded fp classification","0.8333333333333327","Inflection","UP","6.090346152915738","0.7469879518072289","0.7105263157894737","0.46551724137931033"
"5-HT Transporter","Ki","NA","166","Weka RF classification","0.8300606641123882","Inflection","UP","6.090346152915738","0.7590361445783133","0.6875","0.5689655172413793"
"5-HT Transporter","Ki","NA","166","Smile SVC Poly classification","0.8239144316730522","Inflection","UP","6.090346152915738","0.6506024096385542","NaN","0.0"
"5-HT Transporter","Ki","NA","166","Smile SVC RBF classification","0.7450510855683268","Inflection","UP","6.090346152915738","0.7530120481927711","0.717948717948718","0.4827586206896552"
"HISTAMINE H1","Ki","NA","215","Smile SVC Tanimoto classification","0.9402021336327908","Minimum","UP","6.83703147675769","0.8837209302325582","0.8192771084337349","0.8717948717948718"
"HISTAMINE H1","Ki","NA","215","Weka RF on folded fp classification","0.9137188845218045","Minimum","UP","6.83703147675769","0.8604651162790697","0.9","0.6923076923076923"
"HISTAMINE H1","Ki","NA","215","Weka RF classification","0.911800486618005","Minimum","UP","6.83703147675769","0.8325581395348837","0.7916666666666666","0.7307692307692307"
"HISTAMINE H1","Ki","NA","215","Smile Bernoulli NB classification","0.9043140557739107","Minimum","UP","6.83703147675769","0.7534883720930232","0.6086956521739131","0.8974358974358975"
"HISTAMINE H1","Ki","NA","215","Smile SVC Poly classification","0.8965936739659379","Minimum","UP","6.83703147675769","0.6372093023255814","NaN","0.0"
"HISTAMINE H1","Ki","NA","215","Smile SVC RBF classification","0.8858319296275508","Minimum","UP","6.83703147675769","0.827906976744186","0.8727272727272727","0.6153846153846154"
"5-HT1B","Ki","NA","201","Smile Bernoulli NB classification","0.8611672278338951","Inflection","UP","6.24601350311662","0.6567164179104478","0.488","0.9242424242424242"
"5-HT1B","Ki","NA","201","Weka RF on folded fp classification","0.8448933782267115","Inflection","UP","6.24601350311662","0.7910447761194029","0.8","0.48484848484848486"
"5-HT1B","Ki","NA","201","Smile SVC Tanimoto classification","0.8406285072951748","Inflection","UP","6.24601350311662","0.8208955223880597","0.7586206896551724","0.6666666666666666"
"5-HT1B","Ki","NA","201","Smile SVC Poly classification","0.8300785634118968","Inflection","UP","6.24601350311662","0.6716417910447762","NaN","0.0"
"5-HT1B","Ki","NA","201","Weka RF classification","0.7791806958473627","Inflection","UP","6.24601350311662","0.7910447761194029","0.7608695652173914","0.5303030303030303"
"5-HT1B","Ki","NA","201","Smile SVC RBF classification","0.7379349046015725","Inflection","UP","6.24601350311662","0.7213930348258707","0.8125","0.19696969696969696"
"OPIATE Delta","Ki","NA","110","Weka RF on folded fp classification","0.9093507554103716","Inflection","UP","7.378572019113603","0.8363636363636363","0.782608695652174","0.5806451612903226"
"OPIATE Delta","Ki","NA","110","Smile SVC Tanimoto classification","0.8975091874234374","Inflection","UP","7.378572019113603","0.8636363636363636","0.75","0.7741935483870968"
"OPIATE Delta","Ki","NA","110","Smile Bernoulli NB classification","0.8971008574928537","Inflection","UP","7.378572019113603","0.7","0.4838709677419355","0.967741935483871"
"OPIATE Delta","Ki","NA","110","Smile SVC Poly classification","0.890159248672928","Inflection","UP","7.378572019113603","0.7181818181818181","NaN","0.0"
"OPIATE Delta","Ki","NA","110","Smile SVC RBF classification","0.8419763168640259","Inflection","UP","7.378572019113603","0.8363636363636363","0.8421052631578947","0.5161290322580645"
"OPIATE Delta","Ki","NA","110","Weka RF classification","0.8336055532870559","Inflection","UP","7.378572019113603","0.7909090909090909","0.6538461538461539","0.5483870967741935"
"Cholinergic, muscarinic M5","Ki","NA","117","Smile SVC Tanimoto classification","0.8777777777777785","Minimum","UP","6.337321764442645","0.8290598290598291","0.775","0.7380952380952381"
"Cholinergic, muscarinic M5","Ki","NA","117","Weka RF classification","0.8755555555555556","Minimum","UP","6.337321764442645","0.8376068376068376","0.8709677419354839","0.6428571428571429"
"Cholinergic, muscarinic M5","Ki","NA","117","Weka RF on folded fp classification","0.8658730158730168","Minimum","UP","6.337321764442645","0.7863247863247863","0.8148148148148148","0.5238095238095238"
"Cholinergic, muscarinic M5","Ki","NA","117","Smile Bernoulli NB classification","0.8573015873015869","Minimum","UP","6.337321764442645","0.7435897435897436","0.603448275862069","0.8333333333333334"
"Cholinergic, muscarinic M5","Ki","NA","117","Smile SVC RBF classification","0.8552380952380966","Minimum","UP","6.337321764442645","0.8034188034188035","0.9130434782608695","0.5"
"Cholinergic, muscarinic M5","Ki","NA","117","Smile SVC Poly classification","0.8460317460317455","Minimum","UP","6.337321764442645","0.6495726495726496","1.0","0.023809523809523808"
"Cholinergic, muscarinic M1","Ki","NA","134","Weka RF on folded fp classification","0.9324837916387211","Minimum","UP","6.340823629731827","0.8582089552238806","0.8333333333333334","0.873015873015873"
"Cholinergic, muscarinic M1","Ki","NA","134","Smile SVC Poly classification","0.9213056114464555","Minimum","UP","6.340823629731827","0.5373134328358209","1.0","0.015873015873015872"
"Cholinergic, muscarinic M1","Ki","NA","134","Smile Bernoulli NB classification","0.9206349206349208","Minimum","UP","6.340823629731827","0.8432835820895522","0.7916666666666666","0.9047619047619048"
"Cholinergic, muscarinic M1","Ki","NA","134","Smile SVC Tanimoto classification","0.9130337581041809","Minimum","UP","6.340823629731827","0.8059701492537313","0.7761194029850746","0.8253968253968254"
"Cholinergic, muscarinic M1","Ki","NA","134","Weka RF classification","0.9114688128772636","Minimum","UP","6.340823629731827","0.8134328358208955","0.8275862068965517","0.7619047619047619"
"Cholinergic, muscarinic M1","Ki","NA","134","Smile SVC RBF classification","0.8685446009389673","Minimum","UP","6.340823629731827","0.7835820895522388","0.84","0.6666666666666666"
"OPIATE Mu","Ki","NA","144","Weka RF on folded fp classification","0.8604702750665484","Proportion","UP","8.043675246272999","0.8125","0.7209302325581395","0.6739130434782609"
"OPIATE Mu","Ki","NA","144","Smile SVC Tanimoto classification","0.8549245785270626","Proportion","UP","8.043675246272999","0.8263888888888888","0.7058823529411765","0.782608695652174"
"OPIATE Mu","Ki","NA","144","Smile Bernoulli NB classification","0.8438331854480923","Proportion","UP","8.043675246272999","0.7152777777777778","0.5308641975308642","0.9347826086956522"
"OPIATE Mu","Ki","NA","144","Smile SVC Poly classification","0.8420585625554563","Proportion","UP","8.043675246272999","0.6875","1.0","0.021739130434782608"
"OPIATE Mu","Ki","NA","144","Smile SVC RBF classification","0.7999112688553686","Proportion","UP","8.043675246272999","0.7291666666666666","0.6296296296296297","0.3695652173913043"
"OPIATE Mu","Ki","NA","144","Weka RF classification","0.7767302573203194","Proportion","UP","8.043675246272999","0.7569444444444444","0.627906976744186","0.5869565217391305"
"adrenergic Alpha1A","Ki","NA","111","Smile SVC Tanimoto classification","0.8943763518385004","Minimum","UP","6.7507133985118175","0.8018018018018018","0.7352941176470589","0.6578947368421053"
"adrenergic Alpha1A","Ki","NA","111","Weka RF classification","0.8895097332372025","Minimum","UP","6.7507133985118175","0.8198198198198198","0.8","0.631578947368421"
"adrenergic Alpha1A","Ki","NA","111","Smile SVC RBF classification","0.8723864455659699","Minimum","UP","6.7507133985118175","0.7297297297297297","1.0","0.21052631578947367"
"adrenergic Alpha1A","Ki","NA","111","Weka RF on folded fp classification","0.8704037490987743","Minimum","UP","6.7507133985118175","0.7567567567567568","0.8235294117647058","0.3684210526315789"
"adrenergic Alpha1A","Ki","NA","111","Smile Bernoulli NB classification","0.8626532083633743","Minimum","UP","6.7507133985118175","0.6846846846846847","0.5217391304347826","0.9473684210526315"
"adrenergic Alpha1A","Ki","NA","111","Smile SVC Poly classification","0.8536409516943043","Minimum","UP","6.7507133985118175","0.6576576576576577","NaN","0.0"
"Norepinephrine transporter","Ki","NA","159","Weka RF on folded fp classification","0.7952531645569619","Minimum","UP","5.814168151638226","0.6918238993710691","0.6530612244897959","0.810126582278481"
"Norepinephrine transporter","Ki","NA","159","Smile SVC Tanimoto classification","0.7856012658227847","Minimum","UP","5.814168151638226","0.6729559748427673","0.6451612903225806","0.759493670886076"
"Norepinephrine transporter","Ki","NA","159","Smile SVC Poly classification","0.7829113924050631","Minimum","UP","5.814168151638226","0.4716981132075472","0.4528301886792453","0.3037974683544304"
"Norepinephrine transporter","Ki","NA","159","Smile Bernoulli NB classification","0.7753164556962024","Minimum","UP","5.814168151638226","0.710691823899371","0.6853932584269663","0.7721518987341772"
"Norepinephrine transporter","Ki","NA","159","Weka RF classification","0.767879746835443","Minimum","UP","5.814168151638226","0.7232704402515723","0.7058823529411765","0.759493670886076"
"Norepinephrine transporter","Ki","NA","159","Smile SVC RBF classification","0.7428797468354429","Minimum","UP","5.814168151638226","0.6855345911949685","0.6790123456790124","0.6962025316455697"
"DOPAMINE D1","Ki","NA","233","Weka RF on folded fp classification","0.8771224984839299","Minimum","UP","5.761438765653894","0.7939914163090128","0.855072463768116","0.6082474226804123"
"DOPAMINE D1","Ki","NA","233","Smile Bernoulli NB classification","0.8770466949666467","Minimum","UP","5.761438765653894","0.7253218884120172","0.6170212765957447","0.8969072164948454"
"DOPAMINE D1","Ki","NA","233","Smile SVC Tanimoto classification","0.8750000000000002","Minimum","UP","5.761438765653894","0.8283261802575107","0.7878787878787878","0.8041237113402062"
"DOPAMINE D1","Ki","NA","233","Smile SVC Poly classification","0.8600288053365679","Minimum","UP","5.761438765653894","0.5965665236051502","0.8","0.041237113402061855"
"DOPAMINE D1","Ki","NA","233","Weka RF classification","0.8198150394178291","Minimum","UP","5.761438765653894","0.7510729613733905","0.696969696969697","0.711340206185567"
"DOPAMINE D1","Ki","NA","233","Smile SVC RBF classification","0.7769860521528201","Minimum","UP","5.761438765653894","0.7467811158798283","0.7714285714285715","0.5567010309278351"
"adrenergic Alpha1B","Ki","NA","104","Weka RF classification","0.9003906249999999","Inflection","UP","6.597062693889956","0.8269230769230769","0.7692307692307693","0.625"
"adrenergic Alpha1B","Ki","NA","104","Smile SVC RBF classification","0.8789062499999998","Inflection","UP","6.597062693889956","0.7596153846153846","0.8888888888888888","0.25"
"adrenergic Alpha1B","Ki","NA","104","Weka RF on folded fp classification","0.8667534722222221","Inflection","UP","6.597062693889956","0.7980769230769231","1.0","0.34375"
"adrenergic Alpha1B","Ki","NA","104","Smile SVC Tanimoto classification","0.8615451388888891","Inflection","UP","6.597062693889956","0.8173076923076923","0.7096774193548387","0.6875"
"adrenergic Alpha1B","Ki","NA","104","Smile Bernoulli NB classification","0.8164062499999997","Inflection","UP","6.597062693889956","0.5865384615384616","0.4126984126984127","0.8125"
"adrenergic Alpha1B","Ki","NA","104","Smile SVC Poly classification","0.8151041666666663","Inflection","UP","6.597062693889956","0.6923076923076923","NaN","0.0"
"Cholinergic, muscarinic M4","Ki","NA","117","Smile Bernoulli NB classification","0.8952087007642564","Minimum","UP","6.332912354009978","0.8205128205128205","0.7391304347826086","0.9444444444444444"
"Cholinergic, muscarinic M4","Ki","NA","117","Weka RF on folded fp classification","0.8880070546737215","Minimum","UP","6.332912354009978","0.7606837606837606","0.7708333333333334","0.6851851851851852"
"Cholinergic, muscarinic M4","Ki","NA","117","Smile SVC Poly classification","0.8868312757201647","Minimum","UP","6.332912354009978","0.4700854700854701","0.39473684210526316","0.2777777777777778"
"Cholinergic, muscarinic M4","Ki","NA","117","Smile SVC Tanimoto classification","0.8539094650205763","Minimum","UP","6.332912354009978","0.7692307692307693","0.7142857142857143","0.8333333333333334"
"Cholinergic, muscarinic M4","Ki","NA","117","Weka RF classification","0.8461199294532631","Minimum","UP","6.332912354009978","0.7606837606837606","0.7166666666666667","0.7962962962962963"
"Cholinergic, muscarinic M4","Ki","NA","117","Smile SVC RBF classification","0.8012933568489129","Minimum","UP","6.332912354009978","0.7606837606837606","0.825","0.6111111111111112"
"5-HT2","Ki","NA","121","Smile Bernoulli NB classification","0.9389709906951286","Minimum","UP","7.040404040404041","0.8016528925619835","0.717948717948718","0.9655172413793104"
"5-HT2","Ki","NA","121","Weka RF on folded fp classification","0.9148877941981391","Minimum","UP","7.040404040404041","0.8429752066115702","0.8421052631578947","0.8275862068965517"
"5-HT2","Ki","NA","121","Smile SVC Tanimoto classification","0.9107827038861522","Minimum","UP","7.040404040404041","0.8099173553719008","0.7966101694915254","0.8103448275862069"
"5-HT2","Ki","NA","121","Smile SVC Poly classification","0.9105090311986862","Minimum","UP","7.040404040404041","0.47107438016528924","0.425","0.29310344827586204"
"5-HT2","Ki","NA","121","Weka RF classification","0.8565955117679256","Minimum","UP","7.040404040404041","0.7520661157024794","0.71875","0.7931034482758621"
"5-HT2","Ki","NA","121","Smile SVC RBF classification","0.8399014778325121","Minimum","UP","7.040404040404041","0.71900826446281","0.75","0.6206896551724138"
"adrenergic Alpha2C","Ki","NA","129","Smile SVC Tanimoto classification","0.7725797728501893","Proportion","UP","7.249022968317128","0.7596899224806202","0.6666666666666666","0.5581395348837209"
"adrenergic Alpha2C","Ki","NA","129","Smile SVC Poly classification","0.7479718766901023","Proportion","UP","7.249022968317128","0.6666666666666666","NaN","0.0"
"adrenergic Alpha2C","Ki","NA","129","Weka RF on folded fp classification","0.7425635478637098","Proportion","UP","7.249022968317128","0.6976744186046512","0.625","0.23255813953488372"
"adrenergic Alpha2C","Ki","NA","129","Smile Bernoulli NB classification","0.7389129259058946","Proportion","UP","7.249022968317128","0.5891472868217055","0.43902439024390244","0.8372093023255814"
"adrenergic Alpha2C","Ki","NA","129","Weka RF classification","0.718361276365603","Proportion","UP","7.249022968317128","0.6744186046511628","0.5185185185185185","0.32558139534883723"
"adrenergic Alpha2C","Ki","NA","129","Smile SVC RBF classification","0.6995673336938882","Proportion","UP","7.249022968317128","0.6744186046511628","0.5454545454545454","0.13953488372093023"
"adrenergic Alpha2","Ki","NA","153","Weka RF classification","0.7366981132075474","Proportion","UP","6.546654976049467","0.7189542483660131","0.6470588235294118","0.41509433962264153"
"adrenergic Alpha2","Ki","NA","153","Smile Bernoulli NB classification","0.7167924528301884","Proportion","UP","6.546654976049467","0.6013071895424836","0.45121951219512196","0.6981132075471698"
"adrenergic Alpha2","Ki","NA","153","Smile SVC Tanimoto classification","0.6951886792452826","Proportion","UP","6.546654976049467","0.7124183006535948","0.6153846153846154","0.4528301886792453"
"adrenergic Alpha2","Ki","NA","153","Smile SVC Poly classification","0.6950000000000001","Proportion","UP","6.546654976049467","0.6535947712418301","NaN","0.0"
"adrenergic Alpha2","Ki","NA","153","Smile SVC RBF classification","0.6756603773584906","Proportion","UP","6.546654976049467","0.6993464052287581","0.7333333333333333","0.20754716981132076"
"adrenergic Alpha2","Ki","NA","153","Weka RF on folded fp classification","0.675","Proportion","UP","6.546654976049467","0.7124183006535948","0.68","0.32075471698113206"
"adrenergic Alpha1","Ki","NA","146","Weka RF on folded fp classification","0.9052177572059753","Proportion","UP","7.28453083208872","0.7876712328767124","0.75","0.5510204081632653"
"adrenergic Alpha1","Ki","NA","146","Smile SVC Tanimoto classification","0.9042709867452133","Proportion","UP","7.28453083208872","0.8561643835616438","0.78","0.7959183673469388"
"adrenergic Alpha1","Ki","NA","146","Weka RF classification","0.8992215442878182","Proportion","UP","7.28453083208872","0.815068493150685","0.7115384615384616","0.7551020408163265"
"adrenergic Alpha1","Ki","NA","146","Smile SVC RBF classification","0.8876499053229537","Proportion","UP","7.28453083208872","0.7602739726027398","1.0","0.2857142857142857"
"adrenergic Alpha1","Ki","NA","146","Smile Bernoulli NB classification","0.886071954555017","Proportion","UP","7.28453083208872","0.678082191780822","0.5113636363636364","0.9183673469387755"
"adrenergic Alpha1","Ki","NA","146","Smile SVC Poly classification","0.8786029875867866","Proportion","UP","7.28453083208872","0.6643835616438356","NaN","0.0"
"Cholinergic, muscarinic M3","Ki","NA","130","Weka RF on folded fp classification","0.9011015325670493","Minimum","UP","6.329359193909465","0.8461538461538461","0.8166666666666667","0.8448275862068966"
"Cholinergic, muscarinic M3","Ki","NA","130","Weka RF classification","0.9006226053639845","Minimum","UP","6.329359193909465","0.8076923076923077","0.8","0.7586206896551724"
"Cholinergic, muscarinic M3","Ki","NA","130","Smile SVC Tanimoto classification","0.8891283524904209","Minimum","UP","6.329359193909465","0.8","0.7424242424242424","0.8448275862068966"
"Cholinergic, muscarinic M3","Ki","NA","130","Smile SVC Poly classification","0.8826628352490428","Minimum","UP","6.329359193909465","0.5615384615384615","1.0","0.017241379310344827"
"Cholinergic, muscarinic M3","Ki","NA","130","Smile Bernoulli NB classification","0.8826628352490425","Minimum","UP","6.329359193909465","0.823076923076923","0.7333333333333333","0.9482758620689655"
"Cholinergic, muscarinic M3","Ki","NA","130","Smile SVC RBF classification","0.8527298850574723","Minimum","UP","6.329359193909465","0.7769230769230769","0.8372093023255814","0.6206896551724138"
"5-HT2B","Ki","NA","123","Smile Bernoulli NB classification","0.7561852704257767","Proportion","UP","7.459683468206588","0.6666666666666666","0.5245901639344263","0.7272727272727273"
"5-HT2B","Ki","NA","123","Weka RF on folded fp classification","0.7302934407364791","Proportion","UP","7.459683468206588","0.7235772357723578","0.7083333333333334","0.38636363636363635"
"5-HT2B","Ki","NA","123","Smile SVC Poly classification","0.7232451093210586","Proportion","UP","7.459683468206588","0.6341463414634146","0.0","0.0"
"5-HT2B","Ki","NA","123","Smile SVC Tanimoto classification","0.7195051783659381","Proportion","UP","7.459683468206588","0.6747967479674797","0.5555555555555556","0.45454545454545453"
"5-HT2B","Ki","NA","123","Weka RF classification","0.70066168009206","Proportion","UP","7.459683468206588","0.7073170731707317","0.625","0.45454545454545453"
"5-HT2B","Ki","NA","123","Smile SVC RBF classification","0.6697353279631757","Proportion","UP","7.459683468206588","0.6422764227642277","0.5","0.11363636363636363"
"OPIATE Kappa","Ki","NA","122","Weka RF on folded fp classification","0.9430842607313195","Inflection","UP","6.420413294158891","0.8852459016393442","0.8484848484848485","0.7567567567567568"
"OPIATE Kappa","Ki","NA","122","Smile Bernoulli NB classification","0.9408585055643879","Inflection","UP","6.420413294158891","0.8688524590163934","0.723404255319149","0.918918918918919"
"OPIATE Kappa","Ki","NA","122","Smile SVC Poly classification","0.9379968203497605","Inflection","UP","6.420413294158891","0.7131147540983607","1.0","0.05405405405405406"
"OPIATE Kappa","Ki","NA","122","Smile SVC Tanimoto classification","0.9252782193958653","Inflection","UP","6.420413294158891","0.8770491803278688","0.8055555555555556","0.7837837837837838"
"OPIATE Kappa","Ki","NA","122","Weka RF classification","0.9068362480127184","Inflection","UP","6.420413294158891","0.8278688524590164","0.7857142857142857","0.5945945945945946"
"OPIATE Kappa","Ki","NA","122","Smile SVC RBF classification","0.8848966613672494","Inflection","UP","6.420413294158891","0.8442622950819673","0.8214285714285714","0.6216216216216216"
"DOPAMINE D2","Ki","NA","291","Weka RF on folded fp classification","0.8947604120017911","Minimum","UP","7.533854446502959","0.8213058419243986","0.8333333333333334","0.5113636363636364"
"DOPAMINE D2","Ki","NA","291","Smile SVC Tanimoto classification","0.8823331840573233","Minimum","UP","7.533854446502959","0.8281786941580757","0.7261904761904762","0.6931818181818182"
"DOPAMINE D2","Ki","NA","291","Smile SVC Poly classification","0.8728168383340799","Minimum","UP","7.533854446502959","0.7044673539518901","1.0","0.022727272727272728"
"DOPAMINE D2","Ki","NA","291","Smile Bernoulli NB classification","0.8726209135691925","Minimum","UP","7.533854446502959","0.6185567010309279","0.4385026737967914","0.9318181818181818"
"DOPAMINE D2","Ki","NA","291","Weka RF classification","0.8526085982982534","Minimum","UP","7.533854446502959","0.8109965635738832","0.7391304347826086","0.5795454545454546"
"DOPAMINE D2","Ki","NA","291","Smile SVC RBF classification","0.8524966412897433","Minimum","UP","7.533854446502959","0.8109965635738832","0.9024390243902439","0.42045454545454547"
"5-HT7","Ki","NA","169","Smile Bernoulli NB classification","0.8559633027522939","Minimum","UP","6.889027530226635","0.7041420118343196","0.5471698113207547","0.9666666666666667"
"5-HT7","Ki","NA","169","Weka RF on folded fp classification","0.8470948012232418","Minimum","UP","6.889027530226635","0.7396449704142012","0.6818181818181818","0.5"
"5-HT7","Ki","NA","169","Weka RF classification","0.8444954128440367","Minimum","UP","6.889027530226635","0.7514792899408284","0.6323529411764706","0.7166666666666667"
"5-HT7","Ki","NA","169","Smile SVC Poly classification","0.8358562691131504","Minimum","UP","6.889027530226635","0.6449704142011834","0.5","0.016666666666666666"
"5-HT7","Ki","NA","169","Smile SVC Tanimoto classification","0.8327217125382267","Minimum","UP","6.889027530226635","0.7751479289940828","0.6571428571428571","0.7666666666666667"
"5-HT7","Ki","NA","169","Smile SVC RBF classification","0.7931192660550466","Minimum","UP","6.889027530226635","0.7041420118343196","0.65625","0.35"
"5-HT3","Ki","NA","211","Smile SVC RBF classification","0.8233184725722028","Proportion","UP","5.515974884032238","0.6919431279620853","0.6875","0.2857142857142857"
"5-HT3","Ki","NA","211","Weka RF classification","0.8057278542353168","Proportion","UP","5.515974884032238","0.7819905213270142","0.7818181818181819","0.5584415584415584"
"5-HT3","Ki","NA","211","Smile SVC Tanimoto classification","0.7884279899205269","Proportion","UP","5.515974884032238","0.7725118483412322","0.7230769230769231","0.6103896103896104"
"5-HT3","Ki","NA","211","Smile Bernoulli NB classification","0.785617367706919","Proportion","UP","5.515974884032238","0.6540284360189573","0.5181818181818182","0.7402597402597403"
"5-HT3","Ki","NA","211","Smile SVC Poly classification","0.7778639271176578","Proportion","UP","5.515974884032238","0.6350710900473934","NaN","0.0"
"5-HT3","Ki","NA","211","Weka RF on folded fp classification","0.7400659042450081","Proportion","UP","5.515974884032238","0.7298578199052133","0.7777777777777778","0.36363636363636365"
"adrenergic Alpha2A","Ki","NA","141","Smile Bernoulli NB classification","0.8095604395604391","Proportion","UP","7.047424690414974","0.6666666666666666","0.5194805194805194","0.8"
"adrenergic Alpha2A","Ki","NA","141","Smile SVC RBF classification","0.8006593406593412","Proportion","UP","7.047424690414974","0.723404255319149","0.7391304347826086","0.34"
"adrenergic Alpha2A","Ki","NA","141","Smile SVC Poly classification","0.7949450549450551","Proportion","UP","7.047424690414974","0.6453900709219859","NaN","0.0"
"adrenergic Alpha2A","Ki","NA","141","Weka RF on folded fp classification","0.7826373626373624","Proportion","UP","7.047424690414974","0.7446808510638298","0.7692307692307693","0.4"
"adrenergic Alpha2A","Ki","NA","141","Smile SVC Tanimoto classification","0.7705494505494503","Proportion","UP","7.047424690414974","0.7730496453900709","0.7045454545454546","0.62"
"adrenergic Alpha2A","Ki","NA","141","Weka RF classification","0.7557142857142857","Proportion","UP","7.047424690414974","0.7304964539007093","0.6666666666666666","0.48"
"5-HT2C","Ki","NA","282","Smile Bernoulli NB classification","0.8703787535838228","Minimum","UP","5.937200865754152","0.7695035460992907","0.7209302325581395","0.8794326241134752"
"5-HT2C","Ki","NA","282","Smile SVC Tanimoto classification","0.8583572254916741","Minimum","UP","5.937200865754152","0.7446808510638298","0.7197452229299363","0.8014184397163121"
"5-HT2C","Ki","NA","282","Smile SVC Poly classification","0.852572808208842","Minimum","UP","5.937200865754152","0.4787234042553192","0.46938775510204084","0.3262411347517731"
"5-HT2C","Ki","NA","282","Weka RF on folded fp classification","0.8522710125245201","Minimum","UP","5.937200865754152","0.776595744680851","0.8046875","0.7304964539007093"
"5-HT2C","Ki","NA","282","Smile SVC RBF classification","0.8175142095468024","Minimum","UP","5.937200865754152","0.7304964539007093","0.751937984496124","0.6879432624113475"
"5-HT2C","Ki","NA","282","Weka RF classification","0.8103214124038023","Minimum","UP","5.937200865754152","0.7163120567375887","0.7103448275862069","0.7304964539007093"
"Cholinergic, muscarinic M2","Ki","NA","149","Weka RF on folded fp classification","0.9415726246814705","Minimum","UP","6.115800400989309","0.8657718120805369","0.8507462686567164","0.8507462686567164"
"Cholinergic, muscarinic M2","Ki","NA","149","Smile Bernoulli NB classification","0.9018019657808508","Minimum","UP","6.115800400989309","0.8322147651006712","0.7692307692307693","0.8955223880597015"
"Cholinergic, muscarinic M2","Ki","NA","149","Weka RF classification","0.8947033127047688","Minimum","UP","6.115800400989309","0.7919463087248322","0.7903225806451613","0.7313432835820896"
"Cholinergic, muscarinic M2","Ki","NA","149","Smile SVC Poly classification","0.8937022206042947","Minimum","UP","6.115800400989309","0.5570469798657718","1.0","0.014925373134328358"
"Cholinergic, muscarinic M2","Ki","NA","149","Smile SVC Tanimoto classification","0.8824171823807786","Minimum","UP","6.115800400989309","0.8322147651006712","0.8","0.835820895522388"
