"GroupName","GroupValue","Size","Estimator","RMSE","Correlation"
"Target (full name)","Serine/threonine-protein kinase MRCK-A","364","RBF libSVM folded fingerprints regression","6.491341179965948","0.5528371386606504"
"Target (full name)","Serine/threonine-protein kinase MRCK-A","364","Poly Smile SVM fingerprints regression","6.426073936391674","0.5108501941636748"
"Target (full name)","Serine/threonine-protein kinase MRCK-A","364","RBF Smile SVM descriptors regression","6.838087582313532","0.4763265945029574"
"Target (full name)","Serine/threonine-protein kinase MRCK-A","364","Tanimoto Smile SVM regression","6.893144748712325","0.46981823261796507"
"Target (full name)","Serine/threonine-protein kinase MRCK-A","364","Weka RF descriptors regression","6.721549797989338","0.44345980451681005"
"Target (full name)","Serine/threonine-protein kinase MRCK-A","364","Elastic Net on folded fingerprints regression","6.905198835760832","0.43487224024509"
"Target (full name)","Serine/threonine-protein kinase MRCK beta","364","Weka RF folded fingerprints regression","6.345258556083214","0.603282395442754"
"Target (full name)","Serine/threonine-protein kinase MRCK beta","364","RBF libSVM folded fingerprints regression","6.740033287985649","0.5874512440291555"
"Target (full name)","Serine/threonine-protein kinase MRCK beta","364","Poly Smile SVM fingerprints regression","6.427148877463906","0.5675516392130857"
"Target (full name)","Serine/threonine-protein kinase MRCK beta","364","Elastic Net on folded fingerprints regression","6.61368300626526","0.5367799029662212"
"Target (full name)","Serine/threonine-protein kinase MRCK beta","364","Weka RF descriptors regression","6.8887104061248605","0.4694492914166697"
"Target (full name)","Serine/threonine-protein kinase MRCK beta","364","Tanimoto Smile SVM regression","7.368700697004515","0.4163780143598855"
"Target (full name)","Serine/threonine-protein kinase MRCK beta","364","RBF Smile SVM descriptors regression","7.398415055393517","0.40201283900409107"
"Target (full name)","Ribosomal protein S6 kinase alpha 5","364","Poly Smile SVM fingerprints regression","9.230367388663236","0.6306360880528741"
"Target (full name)","Ribosomal protein S6 kinase alpha 5","364","RBF libSVM folded fingerprints regression","10.334028334279935","0.6275275314876285"
"Target (full name)","Ribosomal protein S6 kinase alpha 5","364","Weka RF folded fingerprints regression","9.513340321824812","0.6141544125418708"
"Target (full name)","Ribosomal protein S6 kinase alpha 5","364","Tanimoto Smile SVM regression","11.073256661660679","0.49465054426880567"
"Target (full name)","Ribosomal protein S6 kinase alpha 5","364","Elastic Net on folded fingerprints regression","10.715792157290085","0.4657473134708724"
"Target (full name)","Ribosomal protein S6 kinase alpha 5","364","RBF Smile SVM descriptors regression","11.273237330691334","0.40467849283056145"
"Target (full name)","Ribosomal protein S6 kinase alpha 5","364","Weka RF descriptors regression","11.023681671104145","0.382634794312339"
"Target (full name)","Ribosomal protein S6 kinase alpha 4","364","RBF libSVM folded fingerprints regression","9.135408813750436","0.5104069620768917"
"Target (full name)","Ribosomal protein S6 kinase alpha 4","364","Poly Smile SVM fingerprints regression","8.658131563354528","0.5073643624616656"
"Target (full name)","Ribosomal protein S6 kinase alpha 4","364","Weka RF folded fingerprints regression","8.871850180073466","0.4750663412166005"
"Target (full name)","Ribosomal protein S6 kinase alpha 4","364","Tanimoto Smile SVM regression","9.546453359618374","0.4355685418961902"
"Target (full name)","Ribosomal protein S6 kinase alpha 4","364","RBF Smile SVM descriptors regression","9.551127232694904","0.4008493323097686"
"Target (full name)","Ribosomal protein S6 kinase alpha 4","364","Elastic Net on folded fingerprints regression","9.454357082918033","0.371327631671525"
"Target (full name)","Ribosomal protein S6 kinase alpha 4","364","Weka RF descriptors regression","9.466001823155766","0.3432643644955994"
"Target (full name)","Ribosomal protein S6 kinase 1","364","Weka RF folded fingerprints regression","9.55164909313493","0.6500129079478223"
"Target (full name)","Ribosomal protein S6 kinase 1","364","Poly Smile SVM fingerprints regression","9.6297995425898","0.6257880450863952"
"Target (full name)","Ribosomal protein S6 kinase 1","364","RBF libSVM folded fingerprints regression","10.730819958835957","0.613289512265327"
"Target (full name)","Ribosomal protein S6 kinase 1","364","Tanimoto Smile SVM regression","11.70310513114106","0.49626968747397593"
"Target (full name)","Ribosomal protein S6 kinase 1","364","RBF Smile SVM descriptors regression","11.648368011451282","0.48261083349325895"
"Target (full name)","Ribosomal protein S6 kinase 1","364","Weka RF descriptors regression","10.809262164732333","0.48155910476181474"
"Target (full name)","Ribosomal protein S6 kinase 1","364","Elastic Net on folded fingerprints regression","11.08735328276934","0.4753535470305054"
"Target (full name)","Pyruvate dehydrogenase kinase isoform 1","364","RBF libSVM folded fingerprints regression","6.129235600163104","0.6210421931619955"
"Target (full name)","Pyruvate dehydrogenase kinase isoform 1","364","Poly Smile SVM fingerprints regression","5.829398061703932","0.604209958654502"
"Target (full name)","Pyruvate dehydrogenase kinase isoform 1","364","Weka RF descriptors regression","5.960012315664044","0.5828232308931879"
"Target (full name)","Pyruvate dehydrogenase kinase isoform 1","364","RBF Smile SVM descriptors regression","6.402033729312205","0.5825440313001105"
"Target (full name)","Pyruvate dehydrogenase kinase isoform 1","364","Elastic Net on folded fingerprints regression","5.9874779286595485","0.5815578132879927"
"Target (full name)","Pyruvate dehydrogenase kinase isoform 1","364","Weka RF folded fingerprints regression","6.050690176724977","0.5759309625007542"
"Target (full name)","Pyruvate dehydrogenase kinase isoform 1","364","Tanimoto Smile SVM regression","6.6555260407217975","0.5677143635187492"
"Target (full name)","cAMP-dependent protein kinase alpha-catalytic subunit","364","Weka RF descriptors regression","7.620742493065763","0.7746430300310636"
"Target (full name)","cAMP-dependent protein kinase alpha-catalytic subunit","364","Weka RF folded fingerprints regression","8.011942127529457","0.7488307998318757"
"Target (full name)","cAMP-dependent protein kinase alpha-catalytic subunit","364","Poly Smile SVM fingerprints regression","8.444500320095507","0.7228368705744365"
"Target (full name)","cAMP-dependent protein kinase alpha-catalytic subunit","364","RBF Smile SVM descriptors regression","10.218465173322732","0.6667305968686663"
"Target (full name)","cAMP-dependent protein kinase alpha-catalytic subunit","364","Elastic Net on folded fingerprints regression","9.277397043310273","0.6603678950536368"
"Target (full name)","cAMP-dependent protein kinase alpha-catalytic subunit","364","RBF libSVM folded fingerprints regression","10.152988162436516","0.6503307294469652"
"Target (full name)","cAMP-dependent protein kinase alpha-catalytic subunit","364","Tanimoto Smile SVM regression","11.121324685664941","0.6057223205355234"
"Target (full name)","Protein kinase C alpha","364","Weka RF folded fingerprints regression","5.97605191710592","0.4216988197538127"
"Target (full name)","Protein kinase C alpha","364","RBF libSVM folded fingerprints regression","6.1930443851425885","0.4080346667593464"
"Target (full name)","Protein kinase C alpha","364","Poly Smile SVM fingerprints regression","6.244086921483102","0.3918181784998545"
"Target (full name)","Protein kinase C alpha","364","Tanimoto Smile SVM regression","6.368643953877528","0.36075832810610037"
"Target (full name)","Protein kinase C alpha","364","RBF Smile SVM descriptors regression","6.419182399025949","0.29671383940791163"
"Target (full name)","Protein kinase C alpha","364","Weka RF descriptors regression","6.413210322389869","0.27702997972148113"
"Target (full name)","Protein kinase C alpha","364","Elastic Net on folded fingerprints regression","7.60182172247057","0.26445403850796395"
"Target (full name)","Protein kinase C beta","364","RBF libSVM folded fingerprints regression","6.680260330000265","0.6380051334738995"
"Target (full name)","Protein kinase C beta","364","Weka RF folded fingerprints regression","6.382500943433718","0.6208835946553485"
"Target (full name)","Protein kinase C beta","364","RBF Smile SVM descriptors regression","7.022642790836285","0.5933117832722857"
"Target (full name)","Protein kinase C beta","364","Weka RF descriptors regression","6.721460130548759","0.5695221994044584"
"Target (full name)","Protein kinase C beta","364","Tanimoto Smile SVM regression","7.24688904885811","0.5582301653287487"
"Target (full name)","Protein kinase C beta","364","Poly Smile SVM fingerprints regression","6.8914393131954625","0.5533776842989921"
"Target (full name)","Protein kinase C beta","364","Elastic Net on folded fingerprints regression","7.584803341497879","0.47564831093749266"
"Target (full name)","Protein kinase C eta","364","Poly Smile SVM fingerprints regression","9.54343289557914","0.809404460273383"
"Target (full name)","Protein kinase C eta","364","Weka RF folded fingerprints regression","9.799182696907948","0.8082095625055313"
"Target (full name)","Protein kinase C eta","364","Weka RF descriptors regression","9.768169401732282","0.7996209693212755"
"Target (full name)","Protein kinase C eta","364","RBF libSVM folded fingerprints regression","13.1081908020112","0.7981147553850827"
"Target (full name)","Protein kinase C eta","364","Elastic Net on folded fingerprints regression","10.272397307095677","0.7753246664980943"
"Target (full name)","Protein kinase C eta","364","RBF Smile SVM descriptors regression","13.571284417835702","0.7712294390000027"
"Target (full name)","Protein kinase C eta","364","Tanimoto Smile SVM regression","14.638163181697482","0.6842347587022081"
"Target (full name)","Protein kinase C gamma","364","Weka RF descriptors regression","5.983322608070607","0.5186635818729597"
"Target (full name)","Protein kinase C gamma","364","RBF libSVM folded fingerprints regression","6.257420837730028","0.47843232996921"
"Target (full name)","Protein kinase C gamma","364","Weka RF folded fingerprints regression","6.112710473073128","0.4736554013050273"
"Target (full name)","Protein kinase C gamma","364","RBF Smile SVM descriptors regression","6.217145282747199","0.4690043857667891"
"Target (full name)","Protein kinase C gamma","364","Poly Smile SVM fingerprints regression","6.489216410759216","0.42355257014296593"
"Target (full name)","Protein kinase C gamma","364","Tanimoto Smile SVM regression","6.57034460613774","0.3790763391971845"
"Target (full name)","Protein kinase C gamma","364","Elastic Net on folded fingerprints regression","7.104073367203091","0.3104748196038098"
"Target (full name)","Protein kinase C iota","364","Poly Smile SVM fingerprints regression","3.533081070539521","0.3299560618391357"
"Target (full name)","Protein kinase C iota","364","Weka RF folded fingerprints regression","3.499390454195401","0.3273989197878603"
"Target (full name)","Protein kinase C iota","364","RBF libSVM folded fingerprints regression","3.5961883382995556","0.26658553778358135"
"Target (full name)","Protein kinase C iota","364","Elastic Net on folded fingerprints regression","3.8180426939727536","0.22777325135783338"
"Target (full name)","Protein kinase C iota","364","RBF Smile SVM descriptors regression","3.708163638696301","0.15678732787890118"
"Target (full name)","Protein kinase C iota","364","Tanimoto Smile SVM regression","3.6936253790673144","0.14616628778091395"
"Target (full name)","Protein kinase C iota","364","Weka RF descriptors regression","3.8120272857770483","0.0912075541953878"
"Target (full name)","Protein kinase C theta","364","Weka RF descriptors regression","5.900700424412441","0.7400235565721951"
"Target (full name)","Protein kinase C theta","364","Weka RF folded fingerprints regression","6.256779189457294","0.7043103215498663"
"Target (full name)","Protein kinase C theta","364","RBF Smile SVM descriptors regression","7.183047787689289","0.6792123807436581"
"Target (full name)","Protein kinase C theta","364","RBF libSVM folded fingerprints regression","7.247256901214788","0.6747376744267014"
"Target (full name)","Protein kinase C theta","364","Poly Smile SVM fingerprints regression","6.543330335057993","0.6669348803306132"
"Target (full name)","Protein kinase C theta","364","Elastic Net on folded fingerprints regression","7.053203560366734","0.6058709791610059"
"Target (full name)","Protein kinase C theta","364","Tanimoto Smile SVM regression","8.035437961852336","0.5655422959294146"
"Target (full name)","Protein kinase C mu","364","Poly Smile SVM fingerprints regression","8.220880716466505","0.5560684365267882"
"Target (full name)","Protein kinase C mu","364","Weka RF folded fingerprints regression","8.321741934638615","0.5465296902141612"
"Target (full name)","Protein kinase C mu","364","Elastic Net on folded fingerprints regression","9.266325217627712","0.4608428728417942"
"Target (full name)","Protein kinase C mu","364","Weka RF descriptors regression","8.729590147327155","0.45879524306131875"
"Target (full name)","Protein kinase C mu","364","RBF libSVM folded fingerprints regression","9.228220033664915","0.4353075140759649"
"Target (full name)","Protein kinase C mu","364","Tanimoto Smile SVM regression","9.536271956679332","0.40052440844213233"
"Target (full name)","Protein kinase C mu","364","RBF Smile SVM descriptors regression","9.550361268165027","0.3474350649797409"
"Target (full name)","Serine/threonine-protein kinase D2","364","Weka RF folded fingerprints regression","8.610693496022224","0.5917968728694342"
"Target (full name)","Serine/threonine-protein kinase D2","364","Poly Smile SVM fingerprints regression","8.905171893443685","0.5531710097728094"
"Target (full name)","Serine/threonine-protein kinase D2","364","RBF libSVM folded fingerprints regression","9.85786098545975","0.468976147621342"
"Target (full name)","Serine/threonine-protein kinase D2","364","Elastic Net on folded fingerprints regression","10.209307919685912","0.46756672960791773"
"Target (full name)","Serine/threonine-protein kinase D2","364","Weka RF descriptors regression","9.335863066693749","0.45917888323379785"
"Target (full name)","Serine/threonine-protein kinase D2","364","Tanimoto Smile SVM regression","10.258352089811268","0.4374020054934058"
"Target (full name)","Serine/threonine-protein kinase D2","364","RBF Smile SVM descriptors regression","10.193567035820088","0.390030590847254"
"Target (full name)","Protein kinase C nu","364","Weka RF folded fingerprints regression","7.945648515347298","0.5814028205026063"
"Target (full name)","Protein kinase C nu","364","Poly Smile SVM fingerprints regression","8.226040670932148","0.5457031137094865"
"Target (full name)","Protein kinase C nu","364","Elastic Net on folded fingerprints regression","9.491274842878084","0.46481823272212835"
"Target (full name)","Protein kinase C nu","364","Weka RF descriptors regression","8.630296435662816","0.4484430486120809"
"Target (full name)","Protein kinase C nu","364","RBF libSVM folded fingerprints regression","8.988671019391527","0.44346575581393083"
"Target (full name)","Protein kinase C nu","364","Tanimoto Smile SVM regression","9.34881984486091","0.4168169214269866"
"Target (full name)","Protein kinase C nu","364","RBF Smile SVM descriptors regression","9.316423845597626","0.36943870378896926"
"Target (full name)","cGMP-dependent protein kinase 1 beta","364","Weka RF folded fingerprints regression","8.561372392334562","0.6331268455436296"
"Target (full name)","cGMP-dependent protein kinase 1 beta","364","Poly Smile SVM fingerprints regression","8.542385464877972","0.6302067096320153"
"Target (full name)","cGMP-dependent protein kinase 1 beta","364","RBF libSVM folded fingerprints regression","9.432773365920946","0.6219408472110542"
"Target (full name)","cGMP-dependent protein kinase 1 beta","364","Weka RF descriptors regression","8.660453523940154","0.6136598009251474"
"Target (full name)","cGMP-dependent protein kinase 1 beta","364","RBF Smile SVM descriptors regression","9.828714305676845","0.5502741087724199"
"Target (full name)","cGMP-dependent protein kinase 1 beta","364","Elastic Net on folded fingerprints regression","9.571924611798893","0.515950866226169"
"Target (full name)","cGMP-dependent protein kinase 1 beta","364","Tanimoto Smile SVM regression","10.395920866568279","0.5084060260516263"
"Target (full name)","cGMP-dependent protein kinase 2","364","RBF libSVM folded fingerprints regression","10.564605829727194","0.7370662964288329"
"Target (full name)","cGMP-dependent protein kinase 2","364","Weka RF folded fingerprints regression","9.36085622598572","0.7212198879394819"
"Target (full name)","cGMP-dependent protein kinase 2","364","RBF Smile SVM descriptors regression","11.163875985726861","0.7179731697980865"
"Target (full name)","cGMP-dependent protein kinase 2","364","Poly Smile SVM fingerprints regression","9.560066445008331","0.7038688985096547"
"Target (full name)","cGMP-dependent protein kinase 2","364","Weka RF descriptors regression","9.625146077894126","0.6972347747838629"
"Target (full name)","cGMP-dependent protein kinase 2","364","Elastic Net on folded fingerprints regression","9.978905974672264","0.6805104056982428"
"Target (full name)","cGMP-dependent protein kinase 2","364","Tanimoto Smile SVM regression","12.097336426101934","0.6396353453801641"
"Target (full name)","Serine/threonine-protein kinase PRKX","364","Weka RF folded fingerprints regression","6.760728048483992","0.850748205213331"
"Target (full name)","Serine/threonine-protein kinase PRKX","364","Weka RF descriptors regression","6.681090899562022","0.8416886743580557"
"Target (full name)","Serine/threonine-protein kinase PRKX","364","Poly Smile SVM fingerprints regression","6.770138981562858","0.8335378845331316"
"Target (full name)","Serine/threonine-protein kinase PRKX","364","Elastic Net on folded fingerprints regression","7.224518615149799","0.8087392158245577"
"Target (full name)","Serine/threonine-protein kinase PRKX","364","RBF libSVM folded fingerprints regression","10.338963046821661","0.7538288909200233"
"Target (full name)","Serine/threonine-protein kinase PRKX","364","RBF Smile SVM descriptors regression","10.491748592589264","0.7006925308999399"
"Target (full name)","Serine/threonine-protein kinase PRKX","364","Tanimoto Smile SVM regression","11.3472047895812","0.6460277622474138"
"Target (full name)","Rho-associated protein kinase 1","364","Poly Smile SVM fingerprints regression","10.31991692947236","0.7306420694614978"
"Target (full name)","Rho-associated protein kinase 1","364","Weka RF folded fingerprints regression","11.211376154154376","0.7087771565460456"
"Target (full name)","Rho-associated protein kinase 1","364","Elastic Net on folded fingerprints regression","10.832507675297263","0.7002555725200131"
"Target (full name)","Rho-associated protein kinase 1","364","RBF libSVM folded fingerprints regression","13.62278180549532","0.6010568689955903"
"Target (full name)","Rho-associated protein kinase 1","364","Weka RF descriptors regression","12.906495001447722","0.48622141940129426"
"Target (full name)","Rho-associated protein kinase 1","364","Tanimoto Smile SVM regression","14.453776981485273","0.4690955467431956"
"Target (full name)","Rho-associated protein kinase 1","364","RBF Smile SVM descriptors regression","14.463049780598672","0.4139781228468104"
"Target (full name)","Rho-associated protein kinase 2","364","Poly Smile SVM fingerprints regression","10.847239736079386","0.7338832614050287"
"Target (full name)","Rho-associated protein kinase 2","364","Weka RF folded fingerprints regression","11.768043544596079","0.7222860595017477"
"Target (full name)","Rho-associated protein kinase 2","364","Elastic Net on folded fingerprints regression","11.413486577506855","0.7009462049304451"
"Target (full name)","Rho-associated protein kinase 2","364","RBF libSVM folded fingerprints regression","14.16578198318697","0.6090144160823112"
"Target (full name)","Rho-associated protein kinase 2","364","Weka RF descriptors regression","13.355661240643375","0.5270803121579757"
"Target (full name)","Rho-associated protein kinase 2","364","Tanimoto Smile SVM regression","15.140276862392495","0.4638535638579607"
"Target (full name)","Rho-associated protein kinase 2","364","RBF Smile SVM descriptors regression","15.00028359504309","0.45440093979360485"
"Target (full name)","Ribosomal protein S6 kinase alpha 1","364","Poly Smile SVM fingerprints regression","10.026953568989713","0.5656539103282725"
"Target (full name)","Ribosomal protein S6 kinase alpha 1","364","RBF libSVM folded fingerprints regression","10.917752090116931","0.5607425996109009"
"Target (full name)","Ribosomal protein S6 kinase alpha 1","364","Weka RF folded fingerprints regression","10.22513933153455","0.5458506413146738"
"Target (full name)","Ribosomal protein S6 kinase alpha 1","364","RBF Smile SVM descriptors regression","11.328830528289721","0.4925051368057971"
"Target (full name)","Ribosomal protein S6 kinase alpha 1","364","Weka RF descriptors regression","10.607802576162205","0.48373201628603574"
"Target (full name)","Ribosomal protein S6 kinase alpha 1","364","Tanimoto Smile SVM regression","11.544676222812035","0.4701271243835782"
"Target (full name)","Ribosomal protein S6 kinase alpha 1","364","Elastic Net on folded fingerprints regression","11.29964049799668","0.41937614124731964"
"Target (full name)","Ribosomal protein S6 kinase alpha 3","364","RBF libSVM folded fingerprints regression","9.730688466846296","0.4726179620481424"
"Target (full name)","Ribosomal protein S6 kinase alpha 3","364","Weka RF descriptors regression","9.494271583438719","0.4258425960001629"
"Target (full name)","Ribosomal protein S6 kinase alpha 3","364","Poly Smile SVM fingerprints regression","9.689089785833657","0.4226366402118787"
"Target (full name)","Ribosomal protein S6 kinase alpha 3","364","Weka RF folded fingerprints regression","9.534579062857487","0.42234974161991334"
"Target (full name)","Ribosomal protein S6 kinase alpha 3","364","Tanimoto Smile SVM regression","10.130649281998009","0.39750639716651587"
"Target (full name)","Ribosomal protein S6 kinase alpha 3","364","RBF Smile SVM descriptors regression","10.059367274841081","0.38940193235516407"
"Target (full name)","Ribosomal protein S6 kinase alpha 3","364","Elastic Net on folded fingerprints regression","10.509230231680352","0.3004808105330301"
"Target (full name)","Ribosomal protein S6 kinase alpha 2","364","RBF libSVM folded fingerprints regression","10.886347899209426","0.5043871015811411"
"Target (full name)","Ribosomal protein S6 kinase alpha 2","364","Weka RF folded fingerprints regression","10.430839184029322","0.453751598923039"
"Target (full name)","Ribosomal protein S6 kinase alpha 2","364","Tanimoto Smile SVM regression","11.319238972786314","0.438992709867658"
"Target (full name)","Ribosomal protein S6 kinase alpha 2","364","Poly Smile SVM fingerprints regression","10.713462722891164","0.42425990131928343"
"Target (full name)","Ribosomal protein S6 kinase alpha 2","364","RBF Smile SVM descriptors regression","11.344771975015972","0.3891768767679243"
"Target (full name)","Ribosomal protein S6 kinase alpha 2","364","Weka RF descriptors regression","10.78945073314331","0.3836886281721731"
"Target (full name)","Ribosomal protein S6 kinase alpha 2","364","Elastic Net on folded fingerprints regression","11.699886954193854","0.29988325112867603"
"Target (full name)","Ribosomal protein S6 kinase alpha 6","364","Weka RF folded fingerprints regression","7.3717984288976925","0.4524702394717123"
"Target (full name)","Ribosomal protein S6 kinase alpha 6","364","RBF libSVM folded fingerprints regression","7.654997566224902","0.4458874165947921"
"Target (full name)","Ribosomal protein S6 kinase alpha 6","364","Tanimoto Smile SVM regression","7.869078547733225","0.4363600876929065"
"Target (full name)","Ribosomal protein S6 kinase alpha 6","364","Weka RF descriptors regression","7.500462966232408","0.4198150069771316"
"Target (full name)","Ribosomal protein S6 kinase alpha 6","364","RBF Smile SVM descriptors regression","7.791098753753524","0.4151675275290516"
"Target (full name)","Ribosomal protein S6 kinase alpha 6","364","Poly Smile SVM fingerprints regression","7.8045003210405355","0.4055750873183794"
"Target (full name)","Ribosomal protein S6 kinase alpha 6","364","Elastic Net on folded fingerprints regression","8.467848495707536","0.3108265695976495"
"Target (full name)","Serine/threonine-protein kinase Sgk1","364","RBF Smile SVM descriptors regression","5.047876946826999","0.30550290046132433"
"Target (full name)","Serine/threonine-protein kinase Sgk1","364","RBF libSVM folded fingerprints regression","5.0380441527866795","0.29811450096871167"
"Target (full name)","Serine/threonine-protein kinase Sgk1","364","Tanimoto Smile SVM regression","5.110273591776105","0.2608905985846412"
"Target (full name)","Serine/threonine-protein kinase Sgk1","364","Poly Smile SVM fingerprints regression","5.136439683264534","0.24056991073933198"
"Target (full name)","Serine/threonine-protein kinase Sgk1","364","Weka RF folded fingerprints regression","5.108727987467138","0.22237523149406008"
"Target (full name)","Serine/threonine-protein kinase Sgk1","364","Elastic Net on folded fingerprints regression","5.293651461621956","0.1963798880958489"
"Target (full name)","Serine/threonine-protein kinase Sgk1","364","Weka RF descriptors regression","5.236352418998107","0.14954122805474473"
"Target (full name)","Serine/threonine-protein kinase Sgk2","364","Weka RF folded fingerprints regression","4.864158195944072","0.2780951570422866"
"Target (full name)","Serine/threonine-protein kinase Sgk2","364","RBF libSVM folded fingerprints regression","4.924269764657369","0.2637206111603678"
"Target (full name)","Serine/threonine-protein kinase Sgk2","364","Poly Smile SVM fingerprints regression","5.054557173964195","0.2336167491507397"
"Target (full name)","Serine/threonine-protein kinase Sgk2","364","Tanimoto Smile SVM regression","5.031366417734289","0.17277093262584975"
"Target (full name)","Serine/threonine-protein kinase Sgk2","364","RBF Smile SVM descriptors regression","5.045624771988726","0.17196988894975176"
"Target (full name)","Serine/threonine-protein kinase Sgk2","364","Weka RF descriptors regression","5.120881707229301","0.1265819377375132"
"Target (full name)","Serine/threonine-protein kinase Sgk2","364","Elastic Net on folded fingerprints regression","5.441953226099647","0.12479493194113411"
"Target (full name)","Serine/threonine-protein kinase Sgk3","364","Weka RF folded fingerprints regression","6.66898748737563","0.6528735950295524"
"Target (full name)","Serine/threonine-protein kinase Sgk3","364","Weka RF descriptors regression","6.707879619686672","0.644972953800841"
"Target (full name)","Serine/threonine-protein kinase Sgk3","364","Poly Smile SVM fingerprints regression","6.916159476736011","0.6195663844621048"
"Target (full name)","Serine/threonine-protein kinase Sgk3","364","RBF libSVM folded fingerprints regression","7.5085884854935845","0.5937686547303692"
"Target (full name)","Serine/threonine-protein kinase Sgk3","364","Elastic Net on folded fingerprints regression","7.27488602272133","0.5710968619084074"
"Target (full name)","Serine/threonine-protein kinase Sgk3","364","RBF Smile SVM descriptors regression","7.814056736504688","0.5113611863885928"
"Target (full name)","Serine/threonine-protein kinase Sgk3","364","Tanimoto Smile SVM regression","8.20242926259357","0.44728570477437424"
